top,bookname,click,info,label,type
58,无良神医,320760,"豪门大少被扫地出门，销声匿迹几年后，逆天强者强势回归都市，再度掀起血雨腥风！
萝莉御姐嫌胸小，熟妇贵妇想丰满，明星总裁多疲劳……没关系，让我一针再一针，统统给你们治愈！
简单粗暴是我的行事艺术，不服就干是我的生活态度！看顶级狂少如何纵横都市，书写属于他的神医传奇！
这是一部极爽极热血的书！
这是男人必看的泡妞秘籍！
无良神医是作者""风四娘""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,热血,YY,医生,爽文",都市
59,全能金手指,317489,"高中生意外之下使得右手五根手指变异，从此身具各种异能，考试满分，刮刮乐必中，控制金属，分分秒变推拿高手，医生，学霸，且看如何在都市里掀起怎样的风浪。
全能金手指是作者""孤海""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","奇遇,学生,暧昧,医生,保镖",都市
60,最强民工,313257,"为了挣钱娶老婆，平凡青年马川纵横大都市，开启了一段民工妖孽的都市传奇。
高冷女老板、妩媚警花、开放女明星、娇俏萝莉、风情御姐，各式各样的美女缠身，秀色袭人，他该如何抉择？
马川谨记老妈的教诲，做一个新时代的好男人：上得了厅堂，下得了厨房，杀得了敌人，睡得了娇娘。
最强民工是作者""凿壁偷光""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,热血,猥琐,搞笑,同居",都市
61,天才神医在都市,291783,"他是极品无敌大神医！开服药就治好了病，扎下针就治好了腰，吹口气就美好了容。
乡野少年来到都市，夜遇醉酒美妇，翻墙入室到长腿御姐房里，偷看老板娘沐浴，还和妩媚大明星暧昧不断。
但木秀于林风必摧之，正邪两道都有人要置他于死地！！
男人的世界胜者为王，面对挑战，他只有问鼎天下，站到世界的巅峰，将对手一个个踩在脚下！
天才神医在都市是作者""流浪猫""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,热血,YY,医生,扮猪吃老虎",都市
62,嗜血乞丐,290839,"在年幼的时候我被拐卖到了外地，打折了一条腿，被迫要饭...偶然间我被一个丧心病狂的娘们给咬了...
从此我的身体发生了翻天覆地巨大的变化..我的视觉嗅觉和听觉变得异常的灵敏..身手如同鬼魅一般...
但是我惧怕阳光，白天只能蜷缩在黑暗里发抖...
...只是到了晚上....我唯一确定的是.......我只渴望鲜血！
嗜血乞丐是作者""泠菀书生""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","YY,猥琐,搞笑,血族,爽文,魔幻",都市
63,农民工异界游,278606,"农民工高进被一把古剑打晕，醒来后竟发现自己来到了异世界。
手握古剑轻松练功，搬砖炼丹牛逼哄哄；用民工的土鳖方式，异界修炼、升级打怪！
美女药师、绝色郡主、倾国公主统统收了；万里山河、无上王座、只有老子能坐！
最强民工、异世争霸！

农民工异界游是作者""姑苏慕容""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","军人,励志,扮猪吃老虎,铁血",都市
64,绝品仙医,258686,"美女如云的花都女子学校，突然间来了一个男校医，二十岁的穷屌丝，逆袭成功，将校花、老师、警花等等美女一个个收服，在这物欲横流的世界建立属于自己的王国。
群花萦绕，倾国倾城，当楚天舒站在这个世界巅峰的时候，却惊骇的发现一个埋藏的绝大秘密，正逐渐浮出水面……
绝品仙医是作者""风光不再""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,热血,猥琐,老师,激情",都市
65,最爱极品美女,253531,"他自出生就被弃于荒山，被师父所救，修习驭龙诀。
他自小就励志泡进天下美女。苍井空、泷泽萝拉啊什么的不在话下。
他得到美女老师、极品萝莉、成熟御姐、暴力警花等众多MM倾心。
当有一天处于死亡边缘，脖颈上的吊坠救了他并赋予他无限的力量时他才知道自己这一身的责任有多重。
他邪魅
他花心但不滥情
他张狂但有实力
最爱极品美女是作者""斗鱼""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","杀手,纨绔,热血,YY,学生,明星",都市
66,花都狂龙,221320,"楚风，意外重生到了纨绔大少身上，开始掀起了一阵都市狂潮！
美女未婚妻，清纯小萝莉，性感的御姐，一个个为之倾心。
暧昧不断，YY无极限。
楚风：我是要成为一个极品流氓的男人，所有的美女，都是我的目标。
花都狂龙是作者""搞怪笑笑侠""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","后宫,YY,扮猪吃老虎,重生,热血",都市
67,最强贴身保安,217392,"小小保安，凭着一身功法本事他无所畏惧，四处吸金诱美，一次狗血事件竟然让他得到女上司的垂青，从此霉运、好运交叉不断。平凡的岗位活出不平凡的人生。主角很强悍，泡妞打架无一不通，装逼卖弄无一不晓……
最强贴身保安是作者""阿兽""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,都市
68,重生之官场天才,208942,"平民子弟车祸身亡，突然成为官场豪门少爷。是继续放纵自己，还是换一种人生--官路杨帆？
本该是两个人的人生线索，从此都交错在他……
重生之官场天才是作者""大号吹一吹""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,都市
69,俏总裁的超级保镖,204862,"异能高手变身成为俏娇女老板的贴身保镖，多金帅气，再加上不凡的身手，惹得各方美女纷纷飞来，清纯可爱小萝莉，风韵犹存的御姐，律政俏佳人，冷艳孤傲女间谍，看他如何流连其中？
俏总裁的超级保镖是作者""挺恐怖的""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,都市
70,美女的超级保镖,195300,"什么！师傅，你没搞错吧！你让我去搞定华国四大富翁之一的女儿，母老虎的屁股可是摸不得啊！徒儿，完成这次任务你要风得风，要雨得雨，何必跟着师傅在这穷山沟里苦修呢。于是，邱枫便开始了他的人生……

美女的超级保镖是作者""丛来从往""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","扮猪吃老虎,热血,暧昧",都市
71,玩美邪少,189980,"他低调的混迹在校园，只想安安静静的做一个美男子，一次偶然的救美，却让他陷入一场浩大的阴谋之中。
本以为能沉寂于平凡世界，但面临一次次危机时，一颗不平凡的心再次被点燃。
林奇咆哮向天说到：我要这天，再也遮不住我的眼，我要这地，再埋不了我的心，我要把绝色美人，揽入怀中疼爱。
玩美邪少是作者""雨非墨""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","励志,青春,同居,YY,热血",都市
72,玩美高手在都市,189608,"一次误会的亲吻，他被迫沦为美女的保镖，本以为能在都市低调修炼。
却无意招惹到清纯校花，霸气女总裁，冷傲女警花......被卷入一场又一场的阴谋当中，凭借自身能力化解了一场又一场的危机。
林寒，永远是美女心中的男神，他书写着属于自己的玩美传奇！
玩美高手在都市是作者""忘穿秋裤""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,张扬,搞笑,扮猪吃老虎,爽文",都市
73,绝世高手闯花都,183581,"都市一吊丝男，意外成为上古大神女娲的嫡传弟子，从而获得奇妙的法力。为了完成女娲娘娘的使命，他回到都市，与成熟知性的美女上司勾搭，与可爱萌萝莉玩同住，更与性感魅惑的兔妖一起修炼。
有人找麻烦，踩了！有人下绊子，干了！可竟然还有魔界的家伙出没？没事！王林说：照干不误！

绝世高手闯花都是作者""十块黄山""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,都市
74,最强全才,167086,"身体灼热，如万蚁噬骨。脑部胀痛，如遭电击。
出生草根的杨布丁，承受爱人抛弃，为成人上人默默忍受常人无法想象的痛苦。
偶一日苦尽甘来，得到外来的最高科技主脑－－－万能眼镜。神经穿透，与异世界主脑面对面说话，多项超能力，从此开始了只属于他的彪悍人生。
瞬息位移、透视之眼、心灵感应、梦境构建、电磁风暴、基因突变、隐形分身、时空乱流、空间巨裂......
...
最强全才是作者""心逝""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,都市
75,重生之追美高手,156421,"郭成再次睁开眼睛，发现自己重生回到了过去，脑中也多了个系统。
从此，上得厅堂，下得厨房，装得了老千，扮得了兵王，踩得死天才，斗得过流氓。
进可单手御众敌，退可笑脸迎人妻。
“我的职业？你知道的，现在想来，我一直想当个正经学生的。恩，正经学生。”

重生之追美高手是作者""风起云涌""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","重生,兵王,保镖,暧昧,热血",都市
76,我的27岁俏空姐,155901,"一个正直有为的青年，转眼间被戴上了莫须有的罪名
一双无与伦比的美腿，竟然让两个高级白领喝下幸福的洗脚水。
九死一生的他意外获得了巨额财富，如何报恩报仇？

我的27岁俏空姐是作者""大器晚成""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","杀手,奇遇,暧昧,复仇",都市
77,花都兽医,155719,"修得控兽之法，男猪脚竟然掌握了与动物沟通的能力，于是他本来平静的生活，从此发生了天翻地覆的变化！
各种一身绝技的动物接连出现，唱歌跳舞、医术赌术、打拳赛车……提取所有动物的能力，为我所用！
玉女形象的女兽医、青春靓丽的宠物美容师、高冷千金、长腿女警、校花、姐妹花……面对她们，猪脚又该作何选择？
钻进动物群，他只是兽医；泡进美人堆，他就是‘禽兽’！
花都兽医是作者""死跑龙套的""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,种田,技术流",都市
78,绝顶狂少,153117,"一场阴谋揭开一场腥风血雨，满腔怒火构建一片天。
以满腔热血、不屈脊梁支撑起一片不朽不灭的天空。血为酒、豪情做歌，畅饮、狂放，讴一曲肝胆相照、义重如山。这，就是悲惨的世界！ 谨以此书献给还有热血，还有真情的人们。

绝顶狂少是作者""心逝""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","热血,学生,王子,花季校园,权谋,黑道,热血,都市",都市
79,纨绔兵王,151910,"他是军队里的终极兵王，他家里有一个貌美如花的未婚妻，他还有一个纨绔衙内的惊世身份。
且看杨毅晨退役回归都市后，该如何去面那对身材火爆的暴力女教官，同时身边又有一波波的美女袭来，他又如何才能应付呢……
纨绔兵王是作者""依然坚挺""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,都市
80,龙血兵王,149692,"曾经叱咤风云的龙血兵王，销声匿迹几年之后，为了初恋情人的承诺重返都市，再度掀起腥风血雨！！
龙血兵王是作者""伪神""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","兵王,暧昧,保镖",都市
81,憨人闯天下,139466,"一个穷小子，从下没了爹娘，靠着憨脾气，身在地窖奇遇，是自身有了奇能，在和村长较量中决定闯天下。人心向背，改变了激起废柴憨二小的命运。
原本与世无争的生活被一次无端的斗嘴打破，也让他知道只有自己励志才能成就一生的愿望。
一次偶遇，换得一身特殊体质，引伴他走向人生征途，一路的争斗，一路的机遇，成就他为村里搞副业，给自己创事业的动力。
行至事业稍有成就，却发...
憨人闯天下是作者""伴您行""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","热血,种田,青春,励志",都市
82,超级修真保安,139268,"一种高科技透视眼镜的研发，引来各国的争抢。
一个被家族抛弃十五年的废柴，如今回到华夏，保护美女与透视眼镜。
八大家族的争斗、国外势力的抢夺、异界种族的降临、修真大陆的侵略。
一场天大的阴谋在向他招手，各路美女也在向他怀中涌来，他会怎样面对……
且看林若风如何登上王者巅峰、统治世界、坐拥美女无数。

超级修真保安是作者""时间凝固""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","保镖,暧昧,YY,热血,猥琐",都市
83,超级仙医,126852,"被恶灵伏击，秦峰使用父亲遗留给自己的“神符”死里逃生，却让他回到了十年前被逐出秦家之时。
秦峰身为第六十八代命纹师强势回归，携各色美女佳人，化解重重危机，混得如鱼得水，风生水起。
且看超级仙医如何改变命运，掌控未来，一路高歌猛进，成为天下第一人！
超级仙医是作者""咸蛋超人""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","重生,医生,热血,暧昧,YY",都市
84,超级花王,124020,"花云天为了泡个校花做老婆，毅然选择参加选秀，成为了娱乐圈内最耀眼的明星。
校花老婆到手后，花云天惊恐的发现自己对每一个女人都有想法，这还不是最可怕，最可怕的是……
新书更需要大家的关注，请多多支持！老书‘极品暧昧人生’已精彩完本。没有看过的，闹书荒的书友可去一观，不敢说多好，但还是有些‘特’色，你懂的。
超级花王是作者""心心点风""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,奇遇,明星,扮猪吃老虎,激情,爽文",都市
85,重生之职场天才,118630,"一套无名的拳法，一个离奇的梦境，造就了一个传奇，一个可以纵横官场，驰骋商界，招招手便能坐拥娱乐圈无数绝艳美女的三栖牛人！
收藏此书，收藏一个懵懂小子携美成王的潇洒之路……
重生之职场天才是作者""宁Smile""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,都市
86,特种兵王混花都,118192,"他是某大军区的顶尖兵王，在一次国外执行秘密任务中被出卖整个行动小组惨遭暗算。他重伤逃脱，侥幸获救。醒来后誓要查出真相……
一个将会引发混乱的惊天秘密，将被慢慢牵出，他再战江湖，一路横扫，纵横无忌，打出巅峰霸业！

特种兵王混花都是作者""郭一冰""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,都市
87,特种兵在都市,112056,"不变的信仰、矫健的身手，坚强的意志，他们是真正的“利剑”一把锋利的宝剑。

特种兵在都市是作者""苍天憾""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","军人,刑侦,铁血,特警,金刀",都市
88,生命掌控者之纵横天下,107869,"为找工作而焦头烂额的邢刀，被侵入梦境，什么被选中者，什么生命掌控者，什么神秘系统？邢刀一句都听不懂啊！被强行拉入系统的邢刀从此开始了神奇有趣、美女如云的探秘之旅。
生命掌控者之纵横天下是作者""小狼""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","热血,奇遇,青春,励志,扮猪吃老虎,医生",都市
89,女总裁的极品保镖,92578,"他，曾是雇佣兵世界里的绝对王者！
他，曾是一个让战场上敌人闻风丧胆的血修罗！
如今，却因曾经的一个诺言回归繁华都市，迎娶冷艳女总裁，原本只想平静的生活，但树欲静而风不止，各方势力却如飞蛾扑火，涌现在他的身边……
让他不得不再次化身血手修罗，迎战天下！
女总裁的极品保镖是作者""顾小情""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","兵王,杀手,保镖,世家",都市
90,校花之全职保镖,92023,"超级兵王回归都市，再续强者传奇，成为火辣校花的全职保镖！
守护校花，泡上她！男儿一怒为红颜，杀人如麻保护她！
一代兵王项磊开启一道精彩和热血的人生！

校花之全职保镖是作者""九天""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","猥琐,搞笑",都市
91,小男人成长录,90009,"人生就像是永不完结的电视剧，就算会有结局也不过是变成一个新的开始。
御姐霸道，萝莉呆萌，这不过是一个小男人眼中的世界罢了！
断桥相逢终有别，再见伊人笑嫣然。
原来成长可以如此的多姿绮丽。。。。。
小男人成长录是作者""X大器晚成""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","青春,励志,冤家,姐弟恋,网恋,异地恋,姐弟恋,异地恋,网恋",都市
92,雄霸天下,87943,"他是身世神秘的孤儿，随兵王训练十年成为新一届兵王。他心狠手辣却不失善良正直。
他拥有上位者得头脑亚拥有波澜不惊的心理。身边美女不断，暧昧不断。
统治地下世界，阴暗与光明之间觥筹交错成为真正的人上人！
雄霸天下是作者""王若本主""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","杀手,暧昧,热血,YY,复仇,爽文",都市
93,都市猎爱高手,84526,"“你是红娘？”
“对，哥是都市猎爱高手。剩男剩女不要怕，征婚来找吴大大，只要让哥摸一下，爱情不再是神话。”
小职员吴志健，惨遭女友背叛，公司开除，偶然得到一块真爱宝石，并被真爱女神幽幽在大脑里安装上征爱升级系统，任何让吴志健亲密接触过的人，将会视亲密程度在未来十天内遇到真爱自己的人，进入远房表姑柳梦苓开的真爱婚介所后，更是混得如鱼得水，水起风生……

都市猎爱高手是作者""为汝写书""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","爽文,暧昧,张扬,搞笑,YY",都市
94,绝品狂徒,81884,"一个普通青年意外得到一枚戒指之后，展开的香色人生！
无论你是御姐、警花、萝莉，还是高傲清冷的女神。
遇到他，那都是你前世的造化，得到他，才是你今生的幸运！
张口，可以断生死；伸手，就能控万物。
屌丝逆袭，活出不一样的精彩
绝品狂徒是作者""淘菊花滴小伙子""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,YY,青春,爽文,花季校园",都市
95,超级花都保镖,79813,"身为一名身体受伤的特工学徒，云羽为了报答师父的恩情，被派去大学里，成为了刁钻精明的美女贴身保镖。
谁料想却在大学里遇见自己心爱之人，两人之间的一系列事情，之后又因为富家小姐的插足，三人陷入思绪纷飞的漩涡，并因此产生一系列的情感纠葛。
到底该如何去选择？是富家小姐还是心爱之人？
且看云羽如何在重重考验之中，为爱突围。
超级花都保镖是作者""莫雨""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","学生,青春",都市
96,妖金令,79778,"一个普通不起眼的雕像，却深藏三件旷世奇宝。一位普通平凡的上班族，稀里糊涂成为奇宝之主，被迫走上修炼之路。化解危机之时，将众美揽入怀抱，最终成就巅峰。
妖金令是作者""七毛冯""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","召唤,热血,奇遇,魔法,搞笑",都市
97,医品神相,76481,"一针千金，一方难求，妙手逆乾坤，神针转阴阳。
靠着精湛医术，一部逆天功法，从此展开万花丛中过的精彩人生。
医品神相是作者""爱艺""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","医生,暧昧,猥琐",都市
98,都市修真强者,76355,"一个身怀绝世神功的超级高手，闯荡花都，所向披靡。
都市修真强者是作者""无情""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","医生,暧昧,兵王",都市
99,极品修真民工,76195,"一个天生能够修炼的纯阳之体，在一次偶然而又狗血的机会，他却从一个大和尚那获得了一本古书……从此展开了一个热血的人生旅途！
极品修真民工是作者""鱼不鱼""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,都市
100,我的老婆是女神,75891,"出任CEO，走上人生巅峰。
我的老婆是女神是作者""飞羽""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","保镖,猥琐",都市
101,都市逍遥医神,75592,"上古医术唯一传人，来到医科大学当了一名小教师。
精彩的花都人生，从此开始。
都市逍遥医神是作者""坤神""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","医生,暧昧",都市
102,极品医神,73460,"一块神奇的土地，矮屌丝摇身变成了华丽丽的高富帅。
会武功，懂医术！
周围纨绔通通踩，身边校花、御姐个个绝色，他的人生从此开始多姿多彩......
极品医神是作者""长大的鱼""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","医生,扮猪吃老虎,热血",都市
103,那些一起混过的日子,71244,"初中的那些事，那些人，还有那份情。虽然早已成为历史，永远定格在了过去;但是一切又仿佛尽在昨日，让人一辈子也无法忘记。这就是所谓的刻骨铭心吧？
回忆是美好的，写出来，不只是属于你，还能去属于更多的人。

那些一起混过的日子是作者""孤风一狂""倾力创作的都市小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","热血,学生,青春",都市
